CaseID,ActivityID,CompleteTimestamp
2455,Resolve ticket,2011-11-10 11:03:53
2455,Closed,2011-12-25 08:31:49
2456,Assign seriousness,2010-10-26 15:18:09
2456,Take in charge ticket,2010-10-26 15:19:28
2456,Resolve ticket,2010-10-26 15:19:35
2456,Closed,2010-11-27 16:20:22
2458,Assign seriousness,2011-07-05 07:38:13
2458,Take in charge ticket,2011-07-05 07:39:27
2458,Resolve ticket,2011-07-05 07:41:14
2458,Closed,2011-08-12 07:40:34
2459,Assign seriousness,2011-11-17 08:37:15
2459,Take in charge ticket,2011-12-12 09:40:47
2459,Wait,2011-12-12 09:41:08
2459,Resolve ticket,2011-12-30 09:28:53
2459,Closed,2012-01-14 09:29:19
2461,Assign seriousness,2010-11-18 16:20:30
2461,Take in charge ticket,2010-12-09 09:46:33
2461,Resolve ticket,2010-12-14 09:44:55
2461,Closed,2010-12-29 09:45:10
2464,Assign seriousness,2011-05-03 15:04:13
2464,Take in charge ticket,2011-05-03 15:04:48
2464,Resolve ticket,2011-05-05 08:17:28
2464,Closed,2011-06-09 15:10:48
2465,Assign seriousness,2010-12-27 13:42:51
2465,Assign seriousness,2011-01-21 14:31:26
2465,Take in charge ticket,2011-01-21 14:31:33
2465,Resolve ticket,2011-01-26 09:06:04
2465,Closed,2011-02-10 09:06:28
2466,Assign seriousness,2011-11-17 08:17:41
2466,Take in charge ticket,2011-11-17 08:17:52
2466,Resolve ticket,2011-11-17 14:02:04
2466,Closed,2011-12-20 08:20:36
2467,Assign seriousness,2011-03-03 11:22:28
2467,Take in charge ticket,2011-03-03 11:23:08
2467,Resolve ticket,2011-03-18 09:23:02
2467,Closed,2011-04-05 10:30:38
2469,Assign seriousness,2011-07-28 10:03:27
2469,Take in charge ticket,2011-08-03 07:13:42
2469,Resolve ticket,2011-09-09 09:28:02
2469,Closed,2011-09-24 09:28:45
2472,Assign seriousness,2011-11-04 11:04:10
2472,Take in charge ticket,2011-11-10 11:13:25
2472,Create SW anomaly,2011-11-18 16:32:10
2472,Resolve ticket,2011-11-25 16:52:24
2472,Closed,2011-12-29 11:31:54
2473,Assign seriousness,2011-08-05 13:01:38
2473,Assign seriousness,2011-08-05 13:01:54
2473,Take in charge ticket,2011-08-05 16:02:03
2473,Resolve ticket,2011-08-05 16:04:10
2473,Resolve ticket,2011-08-05 16:04:10
2473,Closed,2011-09-07 13:10:56
2474,Assign seriousness,2012-02-09 16:30:42
2474,Take in charge ticket,2012-02-09 16:30:50
2474,Resolve ticket,2012-02-27 13:20:58
2474,Closed,2012-03-13 16:40:23
2476,Assign seriousness,2011-04-19 09:38:12
2476,Take in charge ticket,2011-04-20 15:54:40
2476,Resolve ticket,2011-04-20 16:25:23
2476,Closed,2011-06-02 09:41:50
2477,Assign seriousness,2010-08-13 13:22:07
2477,Assign seriousness,2010-08-17 15:35:29
2477,Take in charge ticket,2010-09-08 15:46:40
2477,Resolve ticket,2010-09-09 07:43:03
2477,Closed,2010-09-24 07:43:13
2480,Assign seriousness,2010-05-26 09:06:03
2480,Take in charge ticket,2010-05-26 09:41:30
2480,Resolve ticket,2010-05-27 08:39:20
2480,Closed,2010-07-10 09:10:33
2482,Assign seriousness,2010-11-23 09:57:22
2482,Take in charge ticket,2010-11-24 10:39:54
2482,Resolve ticket,2010-11-24 10:59:11
2482,Closed,2011-01-06 10:00:20
2485,Assign seriousness,2011-06-22 13:55:23
2485,Assign seriousness,2011-06-22 13:55:48
2485,Take in charge ticket,2011-06-22 14:34:58
2485,Resolve ticket,2011-06-22 15:02:20
2485,Closed,2011-07-23 14:00:30
2488,Assign seriousness,2010-02-10 08:42:57
2488,Take in charge ticket,2010-02-16 11:50:53
2488,Wait,2010-02-16 11:50:57
2488,Take in charge ticket,2010-03-16 08:51:00
2488,Resolve ticket,2010-03-16 08:51:06
2488,Closed,2010-03-31 07:51:20
2488,Closed,2010-03-31 07:51:20
2492,Assign seriousness,2011-12-27 11:51:00
2492,Take in charge ticket,2011-12-27 11:51:10
2492,Resolve ticket,2011-12-29 16:13:51
2492,Closed,2012-01-27 12:00:24
2495,Insert ticket,2010-04-22 13:32:29
2495,Assign seriousness,2010-04-22 13:33:11
2495,Take in charge ticket,2010-05-04 13:50:07
2495,Resolve ticket,2010-05-19 14:42:03
2495,Closed,2010-06-03 14:42:19
2497,Assign seriousness,2011-08-12 14:55:50
2497,Take in charge ticket,2011-08-18 07:29:02
2497,Resolve ticket,2011-08-22 10:52:56
2497,Closed,2011-09-14 15:00:27
2498,Assign seriousness,2010-12-15 09:56:06
2498,Take in charge ticket,2010-12-15 09:56:20
2498,Resolve ticket,2010-12-15 09:56:56
2498,Closed,2011-01-30 10:00:36
2499,Assign seriousness,2010-08-10 09:41:51
2499,Take in charge ticket,2010-08-23 07:37:47
2499,Resolve ticket,2010-08-23 07:41:33
2499,Resolve ticket,2010-08-23 08:33:19
2499,Closed,2010-09-23 09:50:27
2502,Assign seriousness,2011-02-17 16:48:02
2502,Take in charge ticket,2011-02-17 16:48:50
2502,Wait,2011-03-02 11:05:05
2502,Wait,2011-03-15 11:43:40
2502,Take in charge ticket,2011-03-18 14:47:58
2502,Resolve ticket,2011-03-18 15:05:46
2502,Closed,2011-04-02 14:15:32
2504,Assign seriousness,2011-02-04 09:27:56
2504,Take in charge ticket,2011-02-09 11:28:50
2504,Wait,2011-02-09 14:12:23
2504,Take in charge ticket,2011-02-10 14:56:54
2504,Resolve ticket,2011-02-10 14:57:02
2504,Closed,2011-04-01 09:10:35
2507,Assign seriousness,2012-01-19 13:34:53
2507,Take in charge ticket,2012-02-03 11:50:17
2507,Resolve ticket,2012-02-09 16:07:29
2507,Closed,2012-03-10 16:08:05
2508,Assign seriousness,2010-06-04 16:01:28
2508,Assign seriousness,2010-06-07 09:15:10
2508,Take in charge ticket,2010-06-07 09:16:40
2508,Wait,2010-06-08 09:33:35
2508,Take in charge ticket,2010-06-21 08:48:12
2508,Resolve ticket,2010-06-21 08:48:30
2508,Closed,2010-07-07 16:00:26
2509,Assign seriousness,2011-09-14 10:39:08
2509,Take in charge ticket,2011-09-16 10:55:11
2509,Wait,2011-09-16 13:48:46
2509,Resolve ticket,2011-09-20 13:21:13
2509,Closed,2011-11-05 11:20:37
2510,Assign seriousness,2012-01-19 16:22:25
2510,Resolve ticket,2012-01-19 16:22:42
2510,Closed,2012-02-21 16:30:30
2514,Assign seriousness,2010-03-29 10:13:31
2514,Take in charge ticket,2010-03-30 08:53:46
2514,Resolve ticket,2010-03-31 08:30:06
2514,Closed,2010-05-27 10:20:52
2518,Assign seriousness,2011-11-24 11:51:47
2518,Take in charge ticket,2011-11-24 13:57:48
2518,Resolve ticket,2011-11-28 10:00:14
2518,Closed,2011-12-27 12:00:16
2519,Assign seriousness,2010-08-10 13:59:13
2519,Take in charge ticket,2010-08-10 14:21:31
2519,Resolve ticket,2010-08-10 15:13:46
2519,Closed,2010-09-23 14:00:20
2520,Assign seriousness,2011-10-12 14:17:32
2520,Take in charge ticket,2011-10-13 10:47:30
2520,Resolve ticket,2011-10-17 12:55:41
2520,Closed,2011-11-12 15:21:16
2524,Assign seriousness,2011-03-18 08:38:46
2524,Take in charge ticket,2011-03-18 09:28:20
2524,Wait,2011-03-18 09:40:04
2524,Take in charge ticket,2011-03-21 11:23:53
2524,Resolve ticket,2011-03-21 11:24:48
2524,Closed,2011-04-23 09:20:21
2525,Assign seriousness,2011-10-24 12:15:33
2525,Take in charge ticket,2011-10-27 13:22:19
2525,Resolve SW anomaly,2011-11-17 16:57:22
2525,Resolve ticket,2011-12-05 16:33:58
2525,Closed,2011-12-20 16:34:18
2528,Assign seriousness,2011-04-14 14:47:16
2528,Assign seriousness,2011-04-26 07:31:08
2528,Take in charge ticket,2011-04-26 07:32:17
2528,Wait,2011-04-26 08:05:00
2528,Take in charge ticket,2011-04-26 08:29:00
2528,Resolve ticket,2011-04-26 08:29:11
2528,Closed,2011-05-28 14:50:31
2529,Assign seriousness,2012-01-11 08:48:44
2529,Take in charge ticket,2012-01-11 08:52:55
2529,Resolve ticket,2012-01-11 10:22:51
2529,Resolve ticket,2012-01-11 10:22:51
2529,Closed,2012-02-11 08:50:33
2531,Assign seriousness,2011-03-23 15:35:05
2531,Take in charge ticket,2011-03-23 15:35:39
2531,Resolve ticket,2011-03-24 14:54:35
2531,Closed,2011-05-06 14:40:26
2532,Assign seriousness,2011-04-13 07:33:52
2532,Take in charge ticket,2011-04-13 07:34:13
2532,Wait,2011-04-13 09:09:24
2532,Take in charge ticket,2011-04-15 15:44:09
2532,Resolve ticket,2011-04-15 15:44:19
2532,Closed,2011-06-04 14:21:16
2533,Assign seriousness,2011-11-24 10:10:50
2533,Take in charge ticket,2011-12-02 11:48:37
2533,Wait,2011-12-05 14:22:49
2533,Take in charge ticket,2011-12-14 17:41:08
2533,Resolve ticket,2011-12-15 08:13:34
2533,Closed,2012-01-14 08:13:59
2535,Assign seriousness,2011-05-20 09:33:31
2535,Take in charge ticket,2011-05-23 12:25:04
2535,Resolve ticket,2011-05-24 09:30:14
2535,Closed,2011-06-26 09:40:38
2537,Assign seriousness,2012-01-09 10:06:53
2537,Take in charge ticket,2012-01-09 10:07:36
2537,Resolve ticket,2012-01-09 10:42:43
2537,Resolve ticket,2012-01-09 10:42:43
2537,Closed,2012-02-16 10:10:35
2539,Assign seriousness,2011-11-11 08:28:00
2539,Take in charge ticket,2011-11-11 08:42:22
2539,Resolve ticket,2011-11-11 09:44:19
2539,Closed,2011-12-21 08:30:34
2541,Assign seriousness,2011-05-18 07:21:25
2541,Take in charge ticket,2011-05-30 09:57:12
2541,Resolve ticket,2011-06-06 16:15:57
2541,Closed,2011-06-21 16:17:03
2542,Assign seriousness,2010-08-23 12:21:35
2542,Take in charge ticket,2010-08-23 12:22:02
2542,Wait,2010-08-23 12:22:19
2542,Take in charge ticket,2010-09-13 10:23:43
2542,Wait,2010-09-13 10:23:48
2542,Take in charge ticket,2010-09-20 08:51:58
2542,Resolve ticket,2010-09-20 08:52:05
2542,Closed,2010-10-05 08:52:29
2547,Take in charge ticket,2011-12-15 14:34:12
2547,Resolve ticket,2011-12-15 15:30:21
2547,Closed,2012-01-27 14:30:27
2548,Assign seriousness,2010-08-02 14:11:07
2548,Take in charge ticket,2010-08-02 15:12:28
2548,Wait,2010-08-02 15:14:30
2548,Take in charge ticket,2010-08-03 07:58:31
2548,Resolve ticket,2010-08-03 07:59:14
2548,Closed,2010-09-02 14:20:17
2549,Assign seriousness,2012-01-23 08:34:55
2549,Resolve ticket,2012-01-24 11:25:45
2549,Resolve ticket,2012-01-24 11:25:46
2549,Closed,2012-02-23 08:40:45
2551,Assign seriousness,2011-02-25 15:21:24
2551,Take in charge ticket,2011-02-25 15:21:42
2551,Wait,2011-02-25 15:21:50
2551,Take in charge ticket,2011-03-07 16:25:54
2551,Resolve ticket,2011-03-07 16:26:02
2551,Closed,2011-04-06 15:26:26
2552,Assign seriousness,2011-01-03 14:46:04
2552,Assign seriousness,2011-01-17 15:57:57
2552,Take in charge ticket,2011-01-17 15:58:04
2552,Resolve ticket,2011-01-24 13:27:54
2552,Closed,2011-02-08 13:28:08
2553,Assign seriousness,2012-01-10 11:33:53
2553,Assign seriousness,2012-01-16 08:41:47
2553,Resolve ticket,2012-01-16 08:42:08
2553,Closed,2012-02-10 11:40:23
2554,Assign seriousness,2010-11-17 16:15:08
2554,Take in charge ticket,2010-11-18 14:17:17
2554,Resolve ticket,2010-11-19 10:25:29
2554,Closed,2010-12-18 16:20:16
2559,Assign seriousness,2011-09-30 07:58:06
2559,Take in charge ticket,2011-10-04 07:46:23
2559,Resolve ticket,2011-10-10 09:35:43
2559,Closed,2011-11-13 09:01:28
2560,Assign seriousness,2010-12-17 09:18:32
2560,Assign seriousness,2010-12-17 10:27:55
2560,Take in charge ticket,2010-12-17 10:28:10
2560,Resolve ticket,2010-12-17 10:29:14
2560,Closed,2011-01-19 09:20:33
2561,Assign seriousness,2011-12-22 13:15:42
2561,Take in charge ticket,2012-01-05 09:44:49
2561,Wait,2012-01-05 13:51:52
2561,Resolve ticket,2012-01-27 09:49:58
2561,Closed,2012-02-15 09:12:36
2562,Assign seriousness,2011-03-31 12:20:28
2562,Take in charge ticket,2011-03-31 12:24:18
2562,Wait,2011-04-18 12:27:59
2562,Take in charge ticket,2011-04-27 10:03:19
2562,Resolve ticket,2011-04-27 10:03:30
2562,Closed,2011-05-27 10:04:03
2563,Assign seriousness,2010-12-03 11:27:37
2563,Take in charge ticket,2010-12-14 08:18:01
2563,Resolve ticket,2011-01-03 15:47:15
2563,Closed,2011-01-18 15:47:36
2564,Assign seriousness,2010-10-26 15:36:43
2564,Take in charge ticket,2010-10-27 13:14:03
2564,Resolve ticket,2010-10-27 13:14:59
2564,Closed,2010-11-27 16:40:25
2565,Assign seriousness,2011-11-30 14:05:51
2565,Take in charge ticket,2011-12-05 16:10:21
2565,Wait,2011-12-16 08:26:29
2565,Resolve ticket,2011-12-19 11:06:44
2565,Closed,2012-01-03 16:52:12
2566,Assign seriousness,2011-01-26 09:20:27
2566,Take in charge ticket,2011-02-03 16:36:35
2566,Wait,2011-02-04 15:32:08
2566,Resolve ticket,2011-02-11 16:35:21
2566,Closed,2011-03-13 16:35:43
2569,Assign seriousness,2010-10-27 12:50:58
2569,Take in charge ticket,2010-10-29 10:09:56
2569,Resolve ticket,2010-11-05 16:26:33
2569,Closed,2010-11-30 14:00:22
2570,Assign seriousness,2010-11-05 12:05:14
2570,Take in charge ticket,2010-11-09 10:29:53
2570,Resolve ticket,2010-11-15 14:58:10
2570,Closed,2010-12-15 14:58:34
2571,Assign seriousness,2010-11-22 11:36:12
2571,Take in charge ticket,2010-11-22 11:36:28
2571,Resolve ticket,2010-11-22 13:57:49
2571,Closed,2011-01-05 11:40:25
2575,Assign seriousness,2010-04-01 09:47:23
2575,Take in charge ticket,2010-04-01 10:01:46
2575,Resolve ticket,2010-04-01 10:08:18
2575,Take in charge ticket,2010-04-01 12:50:59
2575,Resolve ticket,2010-04-01 13:08:24
2575,Closed,2010-05-15 09:50:38
2578,Assign seriousness,2010-12-30 17:39:37
2578,Take in charge ticket,2011-01-27 08:40:44
2578,Resolve ticket,2011-01-31 17:29:57
2578,Closed,2011-02-15 17:30:18
2581,Assign seriousness,2011-11-23 14:25:26
2581,Take in charge ticket,2011-11-28 16:11:59
2581,Resolve ticket,2011-12-07 15:03:49
2581,Closed,2011-12-24 14:30:24
2582,Assign seriousness,2011-12-15 08:30:23
2582,Take in charge ticket,2011-12-15 10:43:22
2582,Wait,2011-12-15 11:18:50
2582,Take in charge ticket,2011-12-15 11:54:39
2582,Resolve ticket,2011-12-19 09:34:16
2582,Closed,2012-01-18 09:34:46
2586,Assign seriousness,2010-12-03 10:11:01
2586,Take in charge ticket,2010-12-03 11:46:29
2586,Resolve ticket,2010-12-03 13:52:46
2586,Take in charge ticket,2010-12-03 15:57:03
2586,Create SW anomaly,2010-12-06 09:37:28
2586,Resolve ticket,2010-12-06 15:46:07
2586,Closed,2011-01-19 10:21:13
2589,Assign seriousness,2011-10-13 14:05:44
2589,Take in charge ticket,2011-10-18 07:51:01
2589,Resolve ticket,2011-10-18 13:51:34
2589,Closed,2011-11-30 15:10:43
2591,Assign seriousness,2010-12-14 11:49:57
2591,Take in charge ticket,2010-12-16 09:39:56
2591,Resolve ticket,2010-12-16 09:40:40
2591,Closed,2011-01-20 11:50:30
2593,Assign seriousness,2010-02-19 08:41:28
2593,Take in charge ticket,2010-02-23 16:20:47
2593,Resolve ticket,2010-03-08 10:24:35
2593,Closed,2010-03-24 08:50:25
2594,Assign seriousness,2011-05-23 08:27:12
2594,Take in charge ticket,2011-06-01 15:30:12
2594,Take in charge ticket,2011-06-06 08:03:42
2594,Resolve ticket,2011-06-06 15:12:33
2594,Closed,2011-07-21 15:13:14
2598,Assign seriousness,2011-02-17 16:56:52
2598,Take in charge ticket,2011-02-18 10:57:42
2598,Resolve ticket,2011-03-22 14:42:47
2598,Closed,2011-04-06 13:43:06
2602,Assign seriousness,2010-10-26 15:52:44
2602,Take in charge ticket,2010-10-27 12:42:02
2602,Resolve ticket,2010-10-27 13:23:12
2602,Closed,2010-11-27 17:00:44
2604,Assign seriousness,2012-01-10 11:22:28
2604,Take in charge ticket,2012-01-11 13:16:26
2604,Wait,2012-01-13 10:48:02
2604,Resolve ticket,2012-01-13 11:12:44
2604,Closed,2012-02-10 12:00:53
2605,Take in charge ticket,2012-01-27 14:20:58
2605,Resolve ticket,2012-02-01 14:51:22
2605,Closed,2012-03-22 14:30:43
2607,Assign seriousness,2011-01-11 08:47:48
2607,Assign seriousness,2011-01-11 16:23:20
2607,Take in charge ticket,2011-01-11 16:23:30
2607,Resolve ticket,2011-01-12 09:03:55
2607,Closed,2011-02-24 08:51:24
2608,Assign seriousness,2011-06-23 07:58:08
2608,Assign seriousness,2011-06-23 07:58:25
2608,Take in charge ticket,2011-06-23 08:10:26
2608,Wait,2011-06-28 09:27:26
2608,Take in charge ticket,2011-07-01 15:04:33
2608,Resolve ticket,2011-07-01 15:04:48
2608,Closed,2011-07-29 13:40:37
2609,Assign seriousness,2011-10-10 07:54:48
2609,Resolve ticket,2011-10-10 15:14:10
2609,Resolve ticket,2011-10-10 15:27:12
2609,Closed,2011-11-25 09:00:41
2613,Assign seriousness,2010-05-17 09:07:10
2613,Take in charge ticket,2010-05-17 09:20:20
2613,Resolve ticket,2010-05-17 09:26:33
2613,Closed,2010-06-23 09:10:35
2617,Assign seriousness,2010-07-07 13:23:49
2617,Wait,2010-07-07 13:52:41
2617,Take in charge ticket,2010-08-06 14:05:55
2617,Resolve ticket,2010-08-06 14:07:10
2617,Closed,2010-08-21 14:07:29
2618,Assign seriousness,2011-04-26 13:09:08
2618,Take in charge ticket,2011-04-26 13:12:18
2618,Resolve ticket,2011-04-28 11:16:15
2618,Closed,2011-06-09 13:10:22
2619,Assign seriousness,2010-12-06 15:50:40
2619,Take in charge ticket,2010-12-06 15:51:04
2619,Resolve ticket,2010-12-07 10:29:39
2619,Closed,2011-01-13 16:00:49
2622,Assign seriousness,2010-11-23 16:30:42
2622,Assign seriousness,2010-11-23 16:31:10
2622,Take in charge ticket,2010-11-24 10:35:04
2622,Resolve ticket,2010-11-25 11:20:43
2622,Closed,2010-12-25 16:40:33
2625,Assign seriousness,2011-10-27 15:12:46
2625,Take in charge ticket,2011-11-02 10:35:52
2625,Resolve ticket,2011-11-03 09:22:16
2625,Closed,2011-12-25 16:21:09
2627,Assign seriousness,2010-10-25 13:43:32
2627,Take in charge ticket,2010-10-25 13:44:15
2627,Resolve ticket,2010-10-25 14:33:58
2627,Closed,2010-11-26 14:50:15
2629,Assign seriousness,2010-10-19 13:45:13
2629,Take in charge ticket,2010-10-20 14:15:34
2629,Resolve ticket,2010-10-20 14:15:45
2629,Closed,2010-11-20 14:50:15
2630,Assign seriousness,2010-12-30 08:55:40
2630,Assign seriousness,2011-01-10 15:25:20
2630,Take in charge ticket,2011-01-10 15:25:25
2630,Wait,2011-01-11 15:11:01
2630,Wait,2011-01-17 15:41:18
2630,Take in charge ticket,2011-01-21 08:27:04
2630,Resolve ticket,2011-01-21 08:27:13
2630,Closed,2011-02-05 08:27:27
2631,Assign seriousness,2012-01-02 08:09:36
2631,Take in charge ticket,2012-01-02 08:09:51
2631,Resolve ticket,2012-01-02 08:29:11
2631,Resolve ticket,2012-01-02 08:29:12
2631,Closed,2012-02-03 08:10:57
2632,Assign seriousness,2010-05-26 14:31:04
2632,Take in charge ticket,2010-05-27 15:48:52
2632,Resolve ticket,2010-05-28 09:05:02
2632,Closed,2010-07-18 14:40:34
2633,Assign seriousness,2010-09-21 16:07:06
2633,Take in charge ticket,2010-09-23 06:55:22
2633,Resolve ticket,2010-09-23 06:55:41
2633,Closed,2010-10-28 16:00:25
2635,Assign seriousness,2011-04-28 07:49:03
2635,Take in charge ticket,2011-04-28 07:49:14
2635,Resolve ticket,2011-04-28 09:39:48
2635,Take in charge ticket,2011-04-28 13:08:04
2635,Resolve ticket,2011-05-02 13:17:15
2635,Closed,2011-06-04 07:50:31
2642,Assign seriousness,2012-01-11 08:03:49
2642,Take in charge ticket,2012-01-11 08:04:06
2642,Resolve ticket,2012-01-11 16:44:22
2642,Closed,2012-02-11 08:10:57
2643,Assign seriousness,2011-12-15 08:33:36
2643,Take in charge ticket,2011-12-21 16:04:20
2643,Resolve ticket,2011-12-21 16:04:29
2643,Closed,2012-01-17 08:40:40
2644,Assign seriousness,2011-04-01 12:07:42
2644,Take in charge ticket,2011-04-08 15:41:29
2644,Resolve ticket,2011-04-19 09:57:50
2644,Closed,2011-05-04 09:58:02
2646,Assign seriousness,2011-10-07 07:11:30
2646,Take in charge ticket,2011-10-07 07:11:59
2646,Resolve ticket,2011-10-07 08:10:14
2646,Closed,2011-11-13 08:21:02
2650,Assign seriousness,2011-01-26 10:50:58
2650,Assign seriousness,2011-01-27 08:05:05
2650,Take in charge ticket,2011-01-27 08:05:12
2650,Resolve ticket,2011-01-27 14:20:55
2650,Closed,2011-03-13 11:00:42
2651,Assign seriousness,2011-02-03 11:17:00
2651,Assign seriousness,2011-02-18 11:47:16
2651,Take in charge ticket,2011-02-18 11:47:33
2651,Wait,2011-02-21 08:39:37
2651,Take in charge ticket,2011-02-21 10:36:24
2651,Resolve ticket,2011-02-21 10:37:02
2651,Closed,2011-03-08 10:37:11
2652,Assign seriousness,2010-05-21 07:23:26
2652,Take in charge ticket,2010-05-24 13:17:32
2652,Create SW anomaly,2010-05-24 13:17:43
2652,Resolve ticket,2010-05-31 07:36:08
2652,Closed,2010-06-22 07:30:28
2654,Assign seriousness,2011-05-19 12:45:57
2654,Take in charge ticket,2011-05-19 12:46:21
2654,Take in charge ticket,2011-05-27 12:35:54
2654,Wait,2011-06-14 15:08:40
2654,Take in charge ticket,2011-06-15 12:43:39
2654,Resolve ticket,2011-06-15 12:43:54
2654,Closed,2011-06-30 12:44:11
2655,Assign seriousness,2010-03-09 09:08:53
2655,Take in charge ticket,2010-03-09 09:09:07
2655,Resolve ticket,2010-03-09 09:42:22
2655,Closed,2010-04-09 08:10:33
2657,Assign seriousness,2011-02-02 11:51:22
2657,Take in charge ticket,2011-02-18 11:42:38
2657,Resolve ticket,2011-02-21 08:07:10
2657,Closed,2011-03-23 08:07:47
2659,Assign seriousness,2011-05-25 09:16:25
2659,Take in charge ticket,2011-05-25 09:16:44
2659,Resolve ticket,2011-05-25 10:45:29
2659,Closed,2011-06-25 09:21:23
2663,Assign seriousness,2011-03-24 10:21:27
2663,Take in charge ticket,2011-03-24 10:41:58
2663,Resolve ticket,2011-03-24 14:13:39
2663,Closed,2011-04-26 09:31:16
2664,Assign seriousness,2011-10-27 14:57:59
2664,Take in charge ticket,2011-10-28 07:33:38
2664,Resolve ticket,2011-10-28 08:43:32
2664,Closed,2011-12-14 16:00:22
2669,Assign seriousness,2011-06-23 14:32:21
2669,Assign seriousness,2011-06-23 14:32:40
2669,Take in charge ticket,2011-06-27 09:29:08
2669,Resolve ticket,2011-06-27 09:39:38
2669,Closed,2011-08-10 14:40:31
2671,Assign seriousness,2011-04-13 07:59:07
2671,Take in charge ticket,2011-04-13 08:14:00
2671,Resolve ticket,2011-04-14 10:39:37
2671,Closed,2011-05-18 08:00:34
2673,Assign seriousness,2012-01-02 10:27:38
2673,Take in charge ticket,2012-01-02 10:28:56
2673,Resolve ticket,2012-01-02 13:21:41
2673,Closed,2012-02-02 10:31:14
2674,Assign seriousness,2011-12-22 16:08:10
2674,Wait,2011-12-22 16:08:31
2674,Take in charge ticket,2011-12-27 09:02:12
2674,Resolve ticket,2011-12-27 09:02:43
2674,Resolve ticket,2011-12-27 09:02:44
2674,Closed,2012-02-09 09:11:18
2680,Assign seriousness,2012-02-09 16:54:54
2680,Take in charge ticket,2012-02-09 16:55:04
2680,Create SW anomaly,2012-02-14 12:01:48
2680,Resolve ticket,2012-03-06 10:38:23
2680,Closed,2012-03-24 15:40:19
2681,Assign seriousness,2010-09-27 07:01:00
2681,Take in charge ticket,2010-09-27 07:27:51
2681,Resolve ticket,2010-09-28 15:07:31
2681,Closed,2010-11-03 08:10:45
2682,Assign seriousness,2011-09-13 07:44:08
2682,Take in charge ticket,2011-09-13 07:47:47
2682,Resolve ticket,2011-09-14 07:13:41
2682,Closed,2011-10-14 07:50:21
2684,Assign seriousness,2011-03-31 13:42:31
2684,Take in charge ticket,2011-03-31 13:42:42
2684,Resolve ticket,2011-03-31 13:42:59
2684,Closed,2011-05-28 13:50:25
2685,Assign seriousness,2010-06-21 10:38:16
2685,Take in charge ticket,2010-06-21 11:04:02
2685,Wait,2010-06-21 11:05:08
2685,Take in charge ticket,2010-06-21 13:13:17
2685,Resolve ticket,2010-06-21 13:13:24
2685,Closed,2010-08-04 10:40:36
2691,Assign seriousness,2011-09-14 14:42:39
2691,Take in charge ticket,2011-09-26 15:58:21
2691,Resolve ticket,2011-09-28 10:07:09
2691,Closed,2011-10-28 14:50:28
2692,Assign seriousness,2010-07-09 14:43:39
2692,Take in charge ticket,2010-07-30 13:57:55
2692,Resolve ticket,2010-07-30 14:04:50
2692,Closed,2010-08-14 14:04:59
2694,Assign seriousness,2011-07-05 10:25:29
2694,Take in charge ticket,2011-07-05 14:52:10
2694,Wait,2011-07-05 14:59:33
2694,Wait,2011-07-20 08:39:27
2694,Take in charge ticket,2011-07-21 13:26:15
2694,Resolve ticket,2011-07-21 13:28:48
2694,Closed,2011-08-05 13:29:13
2695,Assign seriousness,2011-11-10 16:38:03
2695,Take in charge ticket,2011-11-14 13:40:06
2695,Wait,2011-11-18 15:54:15
2695,Resolve ticket,2011-12-16 14:03:14
2695,Closed,2011-12-31 14:50:33
2696,Assign seriousness,2012-01-03 14:34:30
2696,Take in charge ticket,2012-01-09 11:22:28
2696,Resolve ticket,2012-01-09 11:27:16
2696,Closed,2012-02-16 14:40:39
2700,Assign seriousness,2011-04-04 10:00:31
2700,Take in charge ticket,2011-04-04 10:00:45
2700,Resolve ticket,2011-04-06 10:47:07
2700,Closed,2011-05-05 10:10:19
2703,Assign seriousness,2011-09-19 07:06:37
2703,Assign seriousness,2011-09-19 07:07:48
2703,Take in charge ticket,2011-09-19 07:27:42
2703,Resolve ticket,2011-09-19 12:11:53
2703,Closed,2011-10-21 07:10:34
2705,Assign seriousness,2011-01-17 09:18:12
2705,Assign seriousness,2011-01-27 08:10:17
2705,Take in charge ticket,2011-01-27 08:10:24
2705,Wait,2011-01-31 10:34:12
2705,Take in charge ticket,2011-01-31 15:13:36
2705,Resolve ticket,2011-01-31 15:13:48
2705,Closed,2011-03-02 15:14:08
2707,Assign seriousness,2011-09-28 07:15:43
2707,Assign seriousness,2011-09-28 07:16:09
2707,Take in charge ticket,2011-09-30 08:06:18
2707,Resolve ticket,2011-10-03 09:42:08
2707,Closed,2011-11-11 08:20:55
2709,Assign seriousness,2011-11-25 15:42:01
2709,Take in charge ticket,2011-11-25 15:46:26
2709,Resolve ticket,2011-11-28 08:55:07
2709,Closed,2012-01-15 02:02:25
2714,Assign seriousness,2010-08-02 11:11:38
2714,Take in charge ticket,2010-09-03 13:18:12
2714,Resolve ticket,2010-09-03 13:18:27
2714,Closed,2010-09-18 13:18:47
2718,Assign seriousness,2011-05-24 14:58:38
2718,Take in charge ticket,2011-05-24 14:59:05
2718,Resolve ticket,2011-05-25 10:56:45
2718,Closed,2011-06-24 15:00:21
2720,Assign seriousness,2011-11-21 13:28:17
2720,Take in charge ticket,2011-11-22 09:23:42
2720,Resolve ticket,2011-11-23 10:34:16
2720,Resolve ticket,2011-11-23 10:34:17
2720,Closed,2011-12-22 13:30:17
2724,Assign seriousness,2011-06-15 10:06:19
