Case ID,Activity,Complete Timestamp,Resource
1553,Closed,2012-03-22 09:30:39,Value 5
1554,Assign seriousness,2013-02-08 09:30:30,Value 1
1554,Take in charge ticket,2013-02-12 17:07:21,Value 2
1554,Wait,2013-02-18 08:07:13,Value 9
1554,Resolve ticket,2013-02-26 14:02:33,Value 9
1554,Closed,2013-03-13 14:02:49,Value 3
1555,Assign seriousness,2013-02-15 16:23:57,Value 1
1555,Take in charge ticket,2013-02-20 16:57:05,Value 12
1555,Take in charge ticket,2013-02-25 11:38:48,Value 12
1555,Resolve ticket,2013-03-20 10:45:05,Value 6
1555,Closed,2013-04-04 09:45:22,Value 3
1558,Take in charge ticket,2011-12-13 11:57:57,Value 13
1558,Wait,2011-12-14 08:31:34,Value 13
1558,Resolve ticket,2011-12-14 11:20:59,Value 13
1558,Closed,2012-02-11 11:30:38,Value 5
1559,Assign seriousness,2011-08-02 13:56:04,Value 13
1559,Take in charge ticket,2011-08-02 13:56:15,Value 13
1559,Resolve ticket,2011-08-03 16:03:15,Value 13
1559,Closed,2011-09-02 14:00:24,Value 5
1560,Assign seriousness,2011-06-22 09:50:36,Value 8
1560,Assign seriousness,2011-06-22 09:50:54,Value 8
1560,Take in charge ticket,2011-06-24 15:54:04,Value 10
1560,Resolve ticket,2011-06-24 16:06:50,Value 10
1560,Closed,2011-07-30 10:01:00,Value 5
1561,Assign seriousness,2012-09-03 15:57:19,Value 1
1561,Take in charge ticket,2012-09-17 09:46:52,Value 3
1561,Resolve ticket,2012-09-21 12:17:57,Value 9
1561,Closed,2012-10-06 12:18:12,Value 3
1562,Take in charge ticket,2011-11-03 11:42:56,Value 13
1562,Resolve ticket,2011-11-03 13:57:12,Value 13
1562,Closed,2011-12-10 11:51:45,Value 5
1563,Assign seriousness,2010-08-20 13:14:31,Value 6
1563,Take in charge ticket,2010-08-27 09:05:56,Value 6
1563,Resolve ticket,2010-09-22 13:56:53,Value 6
1563,Closed,2010-10-07 13:56:58,Value 5
1564,Assign seriousness,2011-09-19 09:38:34,Value 1
1564,Resolve ticket,2011-09-19 14:00:25,Value 9
1564,Closed,2011-10-20 09:40:41,Value 5
1565,Assign seriousness,2011-07-20 15:06:23,Value 9
1565,Take in charge ticket,2011-07-25 10:37:17,Value 9
1565,Wait,2011-07-25 12:43:07,Value 9
1565,Resolve ticket,2011-08-05 13:35:14,Value 9
1565,Take in charge ticket,2011-08-16 09:07:14,Value 9
1565,Wait,2011-08-18 07:44:21,Value 9
1565,Resolve ticket,2011-08-26 14:20:33,Value 9
1565,Closed,2011-09-10 14:20:49,Value 5
1566,Assign seriousness,2010-11-08 17:19:17,Value 14
1566,Take in charge ticket,2010-11-09 15:35:40,Value 14
1566,Resolve ticket,2010-11-10 15:03:48,Value 14
1566,Closed,2010-12-15 17:00:32,Value 5
1567,Assign seriousness,2012-03-19 15:20:19,Value 1
1567,Resolve ticket,2012-03-19 15:53:17,Value 9
1567,Resolve ticket,2012-03-19 15:53:18,Value 9
1567,Closed,2012-04-19 14:30:30,Value 5
1569,Assign seriousness,2010-03-19 12:00:02,Value 2
1569,Take in charge ticket,2010-03-22 16:16:37,Value 2
1569,Resolve ticket,2010-03-30 13:46:08,Value 2
1569,Closed,2010-04-21 11:00:40,Value 5
1570,Assign seriousness,2010-06-01 12:50:06,Value 2
1570,Take in charge ticket,2010-06-10 15:15:40,Value 12
1570,Resolve ticket,2010-06-10 15:15:57,Value 12
1570,Take in charge ticket,2010-06-14 07:40:33,Value 2
1570,Resolve ticket,2010-06-14 13:02:46,Value 12
1570,Closed,2010-07-03 13:25:50,Value 5
1571,Assign seriousness,2010-05-17 10:24:09,Value 15
1571,Take in charge ticket,2010-05-17 12:50:39,Value 15
1571,Resolve ticket,2010-05-17 12:51:09,Value 15
1571,Closed,2010-06-18 10:30:20,Value 5
1572,Assign seriousness,2010-11-26 08:26:39,Value 2
1572,Take in charge ticket,2010-11-29 17:04:16,Value 2
1572,Resolve ticket,2010-12-01 16:50:11,Value 2
1572,Closed,2010-12-31 16:50:38,Value 5
1573,Assign seriousness,2011-02-10 09:57:57,Value 8
1573,Take in charge ticket,2011-02-10 09:58:28,Value 8
1573,Wait,2011-02-10 16:58:57,Value 2
1573,Take in charge ticket,2011-02-11 09:11:59,Value 2
1573,Resolve ticket,2011-02-11 09:12:07,Value 2
1573,Closed,2011-03-17 11:20:27,Value 5
1574,Assign seriousness,2012-07-30 15:45:09,Value 4
1574,Take in charge ticket,2012-07-31 15:24:21,Value 13
1574,Resolve ticket,2012-08-08 14:01:28,Value 13
1574,Closed,2012-09-14 15:50:39,Value 5
1575,Assign seriousness,2012-03-27 07:41:46,Value 1
1575,Take in charge ticket,2012-03-27 07:42:00,Value 1
1575,Resolve ticket,2012-03-27 07:44:37,Value 1
1575,Closed,2012-05-04 07:50:29,Value 5
1576,Assign seriousness,2013-06-17 15:50:28,Value 14
1576,Take in charge ticket,2013-06-17 15:53:17,Value 14
1576,Wait,2013-06-17 15:56:40,Value 14
1576,Require upgrade,2013-06-17 15:57:01,Value 14
1576,Resolve ticket,2013-07-05 15:51:47,Value 1
1576,Closed,2013-07-20 15:52:01,Value 3
1577,Insert ticket,2010-05-12 15:25:04,Value 6
1577,Assign seriousness,2010-05-12 15:25:46,Value 6
1577,Take in charge ticket,2010-05-12 15:25:58,Value 6
1577,Wait,2010-05-12 15:26:17,Value 6
1577,Take in charge ticket,2010-06-11 13:44:10,Value 2
1577,Resolve ticket,2010-06-14 14:32:38,Value 2
1577,Closed,2010-06-29 14:32:52,Value 5
1578,Assign seriousness,2012-07-04 08:24:31,Value 1
1578,Take in charge ticket,2012-07-04 08:24:39,Value 1
1578,Wait,2012-07-06 07:22:57,Value 1
1578,Resolve ticket,2012-07-13 13:49:49,Value 1
1578,Closed,2012-08-11 14:50:20,Value 5
1580,Assign seriousness,2011-09-29 08:48:35,Value 1
1580,Take in charge ticket,2011-10-11 09:24:28,Value 4
1580,Resolve ticket,2011-10-11 10:35:44,Value 4
1580,Closed,2011-11-12 09:50:25,Value 5
1581,Assign seriousness,2012-04-11 12:30:26,Value 1
1581,Take in charge ticket,2012-04-11 12:30:34,Value 1
1581,Resolve ticket,2012-04-11 12:47:32,Value 1
1581,Closed,2012-05-25 12:40:34,Value 5
1582,Assign seriousness,2010-11-24 16:43:48,Value 2
1582,Take in charge ticket,2010-11-24 16:44:00,Value 2
1582,Resolve ticket,2010-11-24 17:06:03,Value 2
1582,Closed,2011-01-08 16:50:33,Value 5
1583,Assign seriousness,2010-05-24 13:04:42,Value 2
1583,Take in charge ticket,2010-06-07 09:34:31,Value 15
1583,Resolve ticket,2010-06-07 09:37:38,Value 15
1583,Closed,2010-06-25 13:10:19,Value 5
1584,Assign seriousness,2011-02-08 13:27:37,Value 8
1584,Take in charge ticket,2011-02-08 13:28:44,Value 8
1584,Schedule intervention,2011-02-08 14:06:04,Value 8
1584,Resolve ticket,2011-02-18 10:14:54,Value 2
1584,Closed,2011-03-15 09:40:41,Value 5
1585,Assign seriousness,2011-02-17 14:12:40,Value 8
1585,Take in charge ticket,2011-02-17 14:13:06,Value 8
1585,Resolve ticket,2011-03-04 16:58:37,Value 13
1585,Take in charge ticket,2011-03-28 07:16:24,Value 13
1585,Resolve ticket,2011-03-28 14:27:54,Value 13
1585,Closed,2011-04-12 14:28:10,Value 5
1586,Assign seriousness,2011-12-01 14:53:47,Value 1
1586,Take in charge ticket,2011-12-02 16:29:07,Value 13
1586,Wait,2011-12-13 09:50:00,Value 13
1586,Resolve ticket,2011-12-22 13:36:37,Value 13
1586,Closed,2012-01-06 13:36:54,Value 5
1587,Assign seriousness,2011-09-27 12:27:13,Value 1
1587,Take in charge ticket,2011-09-30 14:10:24,Value 13
1587,Resolve ticket,2011-10-07 09:05:58,Value 13
1587,Closed,2011-10-28 12:30:28,Value 5
1588,Assign seriousness,2010-07-08 07:36:51,Value 9
1588,Take in charge ticket,2010-07-08 09:56:03,Value 16
1588,Resolve ticket,2010-07-08 09:56:12,Value 16
1588,Closed,2010-08-21 07:40:48,Value 5
1589,Assign seriousness,2012-02-10 09:55:04,Value 9
1589,Take in charge ticket,2012-02-10 14:18:02,Value 9
1589,Wait,2012-02-13 10:11:51,Value 9
1589,Resolve ticket,2012-02-16 09:27:08,Value 13
1589,Resolve ticket,2012-02-16 09:27:16,Value 13
1589,Closed,2012-03-17 09:27:38,Value 5
1591,Assign seriousness,2011-09-05 07:01:56,Value 2
1591,Take in charge ticket,2011-09-09 09:01:06,Value 2
1591,Resolve ticket,2011-09-30 08:00:18,Value 2
1591,Closed,2011-10-15 08:00:36,Value 5
1592,Assign seriousness,2012-08-14 13:15:22,Value 4
1592,Take in charge ticket,2012-08-14 13:15:55,Value 4
1592,Resolve ticket,2012-08-16 08:22:53,Value 13
1592,Closed,2012-09-15 08:23:19,Value 5
1593,Assign seriousness,2013-08-14 10:28:36,Value 4
1593,Take in charge ticket,2013-08-26 09:10:52,Value 2
1593,Wait,2013-08-26 09:38:12,Value 2
1593,Resolve ticket,2013-09-04 09:15:39,Value 2
1593,Closed,2013-09-19 09:15:47,Value 3
1594,Assign seriousness,2011-11-16 11:22:44,Value 1
1594,Resolve ticket,2011-11-16 11:24:12,Value 1
1594,Closed,2011-12-17 11:30:44,Value 5
1595,Assign seriousness,2011-10-06 14:37:06,Value 1
1595,Take in charge ticket,2011-10-06 14:46:24,Value 4
1595,Resolve ticket,2011-10-14 15:46:18,Value 4
1595,Closed,2011-11-19 15:40:18,Value 5
1596,Assign seriousness,2011-01-12 13:30:57,Value 8
1596,Take in charge ticket,2011-01-12 13:53:15,Value 9
1596,Wait,2011-01-12 13:53:42,Value 9
1596,Take in charge ticket,2011-01-21 08:28:56,Value 9
1596,Resolve ticket,2011-01-21 08:29:04,Value 9
1596,Closed,2011-02-20 08:29:56,Value 5
1597,Assign seriousness,2013-10-11 07:08:53,Value 14
1597,Resolve ticket,2013-10-11 08:03:51,Value 1
1597,Closed,2013-10-26 08:04:05,Value 3
1597,Take in charge ticket,2013-11-28 11:53:34,Value 2
1598,Assign seriousness,2010-12-06 08:28:17,Value 8
1598,Take in charge ticket,2010-12-06 08:35:40,Value 15
1598,Resolve ticket,2010-12-06 08:35:51,Value 15
1598,Closed,2011-01-13 08:30:44,Value 5
1599,Assign seriousness,2010-03-09 15:22:22,Value 2
1599,Take in charge ticket,2010-03-09 15:57:34,Value 2
1599,Resolve ticket,2010-03-16 11:39:45,Value 2
1599,Closed,2010-04-15 14:30:35,Value 5
1600,Assign seriousness,2010-07-12 07:04:58,Value 2
1600,Take in charge ticket,2010-07-14 10:18:31,Value 11
1600,Wait,2010-07-22 07:44:36,Value 11
1600,Take in charge ticket,2010-08-03 15:09:32,Value 11
1600,Resolve ticket,2010-08-03 15:09:38,Value 11
1600,Closed,2010-09-02 15:24:56,Value 5
1602,Assign seriousness,2012-07-30 10:06:52,Value 4
1602,Take in charge ticket,2012-07-31 07:23:22,Value 6
1602,Resolve ticket,2012-08-03 07:26:18,Value 6
1602,Closed,2012-09-12 10:10:25,Value 5
1603,Assign seriousness,2010-02-02 09:49:41,Value 2
1603,Assign seriousness,2010-02-15 15:57:27,Value 2
1603,Take in charge ticket,2010-02-15 15:57:33,Value 2
1603,Resolve ticket,2010-02-15 15:57:38,Value 2
1603,Closed,2010-03-05 09:50:31,Value 5
1604,Assign seriousness,2011-06-14 12:59:43,Value 8
1604,Take in charge ticket,2011-06-14 13:00:42,Value 8
1604,Wait,2011-06-22 13:24:54,Value 2
1604,Take in charge ticket,2011-07-05 12:30:17,Value 2
1604,Resolve ticket,2011-07-05 12:31:26,Value 2
1604,Closed,2011-07-20 12:31:47,Value 5
1605,Assign seriousness,2010-07-23 13:17:14,Value 19
1605,Take in charge ticket,2010-09-01 08:21:14,Value 2
1605,Wait,2010-09-01 13:13:02,Value 2
1605,Take in charge ticket,2010-09-06 10:05:29,Value 2
1605,Resolve ticket,2010-09-06 10:06:01,Value 2
1605,Closed,2010-09-21 10:06:23,Value 5
1606,Assign seriousness,2010-10-19 13:40:30,Value 2
1606,Take in charge ticket,2010-10-20 14:13:13,Value 7
1606,Resolve ticket,2010-10-20 14:13:25,Value 7
1606,Closed,2010-12-03 14:50:31,Value 5
1607,Insert ticket,2010-09-22 10:13:00,Value 14
1607,Assign seriousness,2010-09-22 10:13:17,Value 14
1607,Take in charge ticket,2010-09-22 10:13:28,Value 14
1607,Resolve ticket,2010-09-22 10:13:42,Value 14
1607,Closed,2010-11-05 11:20:52,Value 5
1608,Assign seriousness,2010-09-09 07:42:54,Value 19
1608,Take in charge ticket,2010-09-10 15:28:34,Value 14
1608,Resolve ticket,2010-09-14 14:34:52,Value 14
1608,Closed,2010-10-31 08:50:44,Value 5
1609,Assign seriousness,2012-10-10 12:29:22,Value 1
1609,Take in charge ticket,2012-10-18 07:47:15,Value 2
1609,Take in charge ticket,2012-10-18 07:47:56,Value 11
1609,Resolve ticket,2012-10-30 16:30:59,Value 11
1609,Closed,2012-11-14 16:31:11,Value 3
1610,Assign seriousness,2013-10-24 16:06:10,Value 18
1610,Take in charge ticket,2013-10-31 14:51:00,Value 2
1610,Resolve ticket,2013-11-11 11:40:34,Value 2
1610,Closed,2013-11-26 11:40:54,Value 3
1611,Assign seriousness,2012-01-13 08:29:50,Value 1
1611,Take in charge ticket,2012-01-16 13:51:44,Value 6
1611,Resolve ticket,2012-01-16 15:02:54,Value 6
1611,Closed,2012-02-26 08:31:05,Value 5
1613,Assign seriousness,2011-07-19 09:30:46,Value 13
1613,Take in charge ticket,2011-07-19 10:30:01,Value 16
1613,Resolve ticket,2011-07-20 07:28:21,Value 6
1613,Closed,2011-09-01 09:40:28,Value 5
1614,Assign seriousness,2013-10-25 15:50:09,Value 9
1614,Take in charge ticket,2013-10-25 15:50:16,Value 9
1614,Create SW anomaly,2013-10-25 15:50:23,Value 9
1614,Require upgrade,2013-10-25 15:50:30,Value 9
1614,Require upgrade,2013-11-14 15:55:37,Value 1
1614,Resolve ticket,2013-12-23 08:07:38,Value 1
1615,Assign seriousness,2012-11-22 16:17:59,Value 2
1615,Take in charge ticket,2012-11-22 16:18:28,Value 2
1615,Wait,2012-11-28 07:44:48,Value 2
1615,Resolve ticket,2012-12-17 09:27:29,Value 2
1615,Closed,2013-01-01 09:27:46,Value 3
1616,Assign seriousness,2010-04-26 10:19:07,Value 2
1616,Take in charge ticket,2010-05-03 09:40:22,Value 6
1616,Resolve ticket,2010-05-03 09:43:00,Value 6
1616,Closed,2010-06-09 10:20:27,Value 5
1617,Assign seriousness,2012-05-09 13:29:20,Value 1
1617,Take in charge ticket,2012-05-14 15:13:46,Value 1
1617,Wait,2012-05-15 07:41:07,Value 1
1617,Resolve ticket,2012-05-25 07:35:07,Value 1
1617,Closed,2012-06-21 13:30:42,Value 5
1618,Assign seriousness,2012-08-13 10:45:48,Value 4
1618,Take in charge ticket,2012-08-13 10:46:22,Value 4
1618,Wait,2012-09-21 07:37:37,Value 4
1618,Resolve ticket,2012-09-21 10:55:27,Value 4
1618,Closed,2012-10-06 10:55:41,Value 3
1619,Assign seriousness,2011-10-13 13:46:42,Value 1
1619,Take in charge ticket,2011-10-13 14:31:54,Value 13
1619,Resolve ticket,2011-10-14 09:47:40,Value 13
1619,Closed,2011-11-30 14:50:23,Value 5
1620,Assign seriousness,2010-07-01 15:36:15,Value 9
1620,Take in charge ticket,2010-08-10 12:52:51,Value 12
1620,Resolve ticket,2010-08-10 12:55:19,Value 12
1620,Closed,2010-08-25 12:55:27,Value 5
1621,Assign seriousness,2013-08-05 12:21:23,Value 9
1621,Take in charge ticket,2013-08-21 08:54:26,Value 2
1621,Wait,2013-08-21 10:48:06,Value 1
1621,Resolve ticket,2013-09-17 07:41:08,Value 1
1621,Closed,2013-10-02 07:41:18,Value 3
1622,Assign seriousness,2011-03-01 12:01:39,Value 8
1622,Take in charge ticket,2011-03-09 14:59:36,Value 2
1622,Resolve ticket,2011-03-14 14:35:30,Value 2
1622,Closed,2011-04-01 11:00:58,Value 5
1624,Assign seriousness,2010-06-09 10:21:29,Value 2
1624,Take in charge ticket,2010-06-09 13:10:19,Value 2
1624,Resolve ticket,2010-06-09 13:17:45,Value 2
1624,Closed,2010-07-10 10:30:43,Value 5
1625,Assign seriousness,2012-01-30 15:40:16,Value 1
1625,Take in charge ticket,2012-01-31 08:44:19,Value 10
1625,Resolve ticket,2012-01-31 08:52:07,Value 10
1625,Closed,2012-03-01 15:50:12,Value 5
1626,Assign seriousness,2012-06-12 14:40:35,Value 1
1626,Take in charge ticket,2012-06-12 14:40:43,Value 1
1626,Resolve ticket,2012-06-14 10:36:38,Value 9
1626,Resolve ticket,2012-06-14 10:36:38,Value 9
1626,Closed,2012-07-20 14:50:26,Value 5
1627,Assign seriousness,2011-08-04 16:10:09,Value 2
1627,Take in charge ticket,2011-08-04 16:34:36,Value 10
1627,Resolve ticket,2011-08-10 15:16:14,Value 12
1627,Wait,2011-08-11 13:57:34,Value 12
1627,Resolve ticket,2011-08-31 12:21:59,Value 12
1627,Closed,2011-09-15 12:22:14,Value 5
1628,Insert ticket,2010-08-02 16:27:30,Value 14
1628,Assign seriousness,2010-08-03 10:36:31,Value 14
1628,Take in charge ticket,2010-08-03 10:36:49,Value 14
1628,Resolve ticket,2010-08-03 10:38:25,Value 14
1628,Closed,2010-09-02 16:00:16,Value 5
1629,Assign seriousness,2013-01-11 15:49:03,Value 13
1629,Take in charge ticket,2013-01-21 16:51:09,Value 2
1629,Resolve ticket,2013-02-06 11:51:25,Value 2
1629,Closed,2013-02-21 11:51:39,Value 3
1630,Assign seriousness,2013-10-08 07:52:18,Value 1
1630,Take in charge ticket,2013-10-15 06:49:42,Value 2
1630,Require upgrade,2013-10-16 07:06:20,Value 1
1630,Require upgrade,2013-10-16 14:54:25,Value 1
1630,Resolve ticket,2013-11-07 08:52:15,Value 1
1630,Closed,2013-11-22 08:52:28,Value 3
1631,Assign seriousness,2010-06-03 09:42:28,Value 2
1631,Take in charge ticket,2010-06-04 09:08:49,Value 16
1631,Wait,2010-06-04 09:16:28,Value 16
1631,Take in charge ticket,2010-06-09 10:35:19,Value 16
1631,Resolve ticket,2010-06-09 10:35:26,Value 16
1631,Closed,2010-07-06 09:50:54,Value 5
1632,Assign seriousness,2011-02-24 13:22:01,Value 8
1632,Take in charge ticket,2011-02-24 13:22:22,Value 8
1632,Wait,2011-02-24 14:23:16,Value 9
1632,Take in charge ticket,2011-03-09 10:03:36,Value 9
1632,Resolve ticket,2011-03-09 10:03:52,Value 9
1632,Closed,2011-04-09 08:12:25,Value 5
1633,Assign seriousness,2011-11-07 08:21:25,Value 1
1633,Take in charge ticket,2011-11-07 08:40:19,Value 13
1633,Resolve ticket,2011-11-10 11:26:36,Value 13
1633,Closed,2011-12-23 08:31:06,Value 5
1635,Assign seriousness,2011-05-25 08:16:11,Value 8
1635,Take in charge ticket,2011-05-25 08:18:54,Value 8
1635,Wait,2011-05-25 09:41:36,Value 9
1635,Take in charge ticket,2011-05-27 09:31:04,Value 2
1635,Resolve ticket,2011-05-27 09:31:12,Value 2
1635,Closed,2011-07-08 08:20:33,Value 5
1636,Assign seriousness,2011-05-11 08:07:26,Value 8
1636,Take in charge ticket,2011-05-11 08:07:53,Value 8
1636,Wait,2011-05-11 10:35:44,Value 2
1636,Take in charge ticket,2011-05-16 08:43:13,Value 2
1636,Resolve ticket,2011-05-16 08:43:22,Value 2
1636,Closed,2011-06-30 08:43:55,Value 5
1636,Closed,2011-06-30 08:43:55,Value 5
1637,Assign seriousness,2012-03-05 13:50:30,Value 4
1637,Take in charge ticket,2012-03-05 14:58:41,Value 9
1637,Resolve ticket,2012-03-05 15:30:54,Value 9
1637,Closed,2012-04-20 13:00:58,Value 5
1638,Assign seriousness,2012-12-21 09:06:37,Value 9
1638,Take in charge ticket,2012-12-21 09:07:01,Value 2
1638,Wait,2012-12-28 14:05:25,Value 9
1638,Take in charge ticket,2013-01-03 11:56:38,Value 1
1638,Wait,2013-01-08 08:15:41,Value 9
1638,Resolve ticket,2013-01-17 08:52:22,Value 9
1638,Closed,2013-02-01 08:52:38,Value 3
1639,Assign seriousness,2012-07-31 14:40:19,Value 1
1639,Take in charge ticket,2012-08-02 13:52:10,Value 10
1639,Resolve ticket,2012-08-03 14:23:04,Value 4
1639,Closed,2012-09-07 14:50:40,Value 5
1640,Assign seriousness,2010-07-30 09:39:10,Value 2
1640,Take in charge ticket,2010-07-30 09:44:33,Value 2
1640,Create SW anomaly,2010-07-30 09:44:58,Value 2
1640,Resolve ticket,2010-09-09 08:20:06,Value 2
1640,Closed,2010-09-24 08:20:22,Value 5
1641,Assign seriousness,2013-03-01 09:37:15,Value 4
1641,Take in charge ticket,2013-03-04 16:42:39,Value 4
1641,Require upgrade,2013-03-11 08:10:06,Value 4
1641,Resolve ticket,2013-04-02 10:28:29,Value 2
1641,Closed,2013-04-17 10:28:42,Value 3
1642,Assign seriousness,2012-01-11 11:46:46,Value 1
1642,Take in charge ticket,2012-01-16 13:31:58,Value 9
1642,Resolve ticket,2012-01-18 11:32:18,Value 9
1642,Closed,2012-02-11 11:50:26,Value 5
1643,Assign seriousness,2011-11-29 13:30:12,Value 4
1643,Take in charge ticket,2011-11-29 13:30:31,Value 4
1643,Resolve ticket,2011-11-29 14:50:43,Value 2
1643,Closed,2012-01-27 13:40:49,Value 5
1644,Assign seriousness,2012-06-25 09:13:24,Value 9
1644,Resolve ticket,2012-06-25 09:36:27,Value 12
1644,Closed,2012-07-28 09:20:37,Value 5
1646,Assign seriousness,2011-02-22 17:18:48,Value 13
1646,Take in charge ticket,2011-02-24 13:58:23,Value 13
1646,Resolve ticket,2011-02-24 13:58:30,Value 13
1646,Closed,2011-04-01 16:00:29,Value 5
1647,Assign seriousness,2013-01-08 08:45:12,Value 13
1647,Take in charge ticket,2013-01-10 08:16:42,Value 4
1647,Require upgrade,2013-01-15 16:46:12,Value 4
1647,Resolve ticket,2013-02-15 14:14:49,Value 2
1647,Closed,2013-03-02 14:15:05,Value 3
1648,Assign seriousness,2012-03-20 14:22:08,Value 1
1648,Take in charge ticket,2012-03-20 14:22:18,Value 1
1648,Resolve ticket,2012-03-21 10:31:49,Value 1
1648,Closed,2012-05-05 13:30:34,Value 5
1649,Assign seriousness,2010-10-22 10:32:36,Value 9
1649,Take in charge ticket,2010-10-25 07:15:12,Value 11
1649,Resolve ticket,2010-10-29 14:24:43,Value 16
1649,Take in charge ticket,2010-11-02 15:45:59,Value 11
1649,Resolve ticket,2010-11-10 09:24:51,Value 11
1649,Closed,2010-11-25 09:25:05,Value 5
1650,Assign seriousness,2012-07-11 15:41:44,Value 1
1650,Take in charge ticket,2012-07-11 15:41:52,Value 1
1650,Resolve ticket,2012-07-18 14:00:13,Value 1
1650,Closed,2012-09-02 15:50:27,Value 5
1651,Assign seriousness,2012-01-12 08:31:38,Value 4
1651,Take in charge ticket,2012-01-13 10:17:00,Value 4
1651,Resolve ticket,2012-01-26 09:41:03,Value 4
1651,Closed,2012-02-14 08:40:19,Value 5
1652,Assign seriousness,2010-08-05 07:02:16,Value 9
1652,Take in charge ticket,2010-08-05 07:02:55,Value 9
1652,Resolve ticket,2010-08-05 07:03:15,Value 9
1652,Take in charge ticket,2010-08-05 10:56:13,Value 9
1652,Wait,2010-08-10 12:19:25,Value 12
1652,Take in charge ticket,2010-08-10 12:19:32,Value 12
1652,Resolve ticket,2010-08-10 12:19:40,Value 12
1652,Closed,2010-09-11 07:10:29,Value 5
1653,Assign seriousness,2012-06-08 08:30:54,Value 1
1653,Take in charge ticket,2012-06-11 12:07:27,Value 1
1653,Resolve ticket,2012-06-18 14:47:10,Value 1
1653,Closed,2012-07-26 08:40:34,Value 5
1654,Assign seriousness,2011-02-15 10:01:55,Value 8
1654,Take in charge ticket,2011-02-15 10:03:08,Value 8
1654,Take in charge ticket,2011-02-15 10:18:49,Value 9
1654,Resolve ticket,2011-02-21 09:07:25,Value 2
1654,Closed,2011-04-03 07:10:40,Value 5
1655,Assign seriousness,2012-07-20 10:15:16,Value 1
1655,Take in charge ticket,2012-07-23 08:57:49,Value 1
1655,Resolve ticket,2012-07-23 12:41:55,Value 1
1655,Closed,2012-09-02 10:20:17,Value 5
1657,Assign seriousness,2012-10-09 10:16:26,Value 1
1657,Assign seriousness,2012-10-09 10:17:05,Value 1
1657,Take in charge ticket,2012-10-25 10:50:08,Value 16
1657,Wait,2012-11-05 14:33:57,Value 16
1657,Resolve ticket,2012-11-16 13:45:27,Value 16
1657,Closed,2012-12-01 13:45:44,Value 3
1658,Assign seriousness,2012-07-26 10:50:31,Value 1
1658,Take in charge ticket,2012-07-26 10:50:38,Value 1
1658,Resolve ticket,2012-07-31 13:02:58,Value 1
1658,Closed,2012-09-12 11:00:45,Value 5
1659,Assign seriousness,2013-04-09 09:35:47,Value 1
1659,Take in charge ticket,2013-04-26 10:07:53,Value 9
1659,Resolve ticket,2013-04-26 10:57:39,Value 9
1659,Closed,2013-05-11 10:57:51,Value 3
1660,Assign seriousness,2012-07-24 07:18:46,Value 1
1660,Take in charge ticket,2012-07-24 08:12:31,Value 13
1660,Resolve ticket,2012-07-30 14:07:17,Value 13
1660,Closed,2012-09-15 07:20:49,Value 5
1661,Assign seriousness,2011-11-23 10:14:26,Value 1
1661,Take in charge ticket,2011-11-23 10:14:34,Value 1
1661,Resolve ticket,2011-11-23 10:33:02,Value 1
1661,Closed,2011-12-24 10:20:24,Value 5
1662,Assign seriousness,2011-06-01 09:03:31,Value 8
1662,Take in charge ticket,2011-06-01 09:04:27,Value 8
1662,Resolve ticket,2011-06-06 14:03:47,Value 9
1662,Closed,2011-07-02 09:12:15,Value 5
1663,Assign seriousness,2011-11-10 09:31:55,Value 1
1663,Take in charge ticket,2011-11-11 10:01:47,Value 13
1663,Resolve ticket,2011-11-11 11:47:31,Value 13
1663,Closed,2011-12-13 09:40:18,Value 5
1664,Assign seriousness,2012-07-18 15:21:27,Value 13
1664,Take in charge ticket,2012-07-19 06:56:32,Value 6
1664,Resolve ticket,2012-07-19 07:14:42,Value 6
1664,Closed,2012-09-01 08:14:31,Value 5
1665,Assign seriousness,2013-11-25 11:10:08,Value 18
1665,Take in charge ticket,2013-12-09 08:14:06,Value 2
1665,Wait,2013-12-11 08:27:54,Value 4
1665,Resolve ticket,2013-12-13 11:19:48,Value 4
1665,Closed,2013-12-28 11:20:00,Value 3
1666,Assign seriousness,2013-01-16 10:19:36,Value 1
1666,Take in charge ticket,2013-01-21 08:10:58,Value 1
1666,Wait,2013-01-21 09:57:09,Value 1
1666,Resolve ticket,2013-02-04 16:34:44,Value 1
1666,Closed,2013-02-19 16:34:57,Value 3
1669,Assign seriousness,2010-09-14 12:39:06,Value 7
1669,Take in charge ticket,2010-09-14 13:22:28,Value 11
1669,Wait,2010-09-15 16:44:06,Value 16
1669,Take in charge ticket,2010-10-14 11:54:47,Value 11
1669,Resolve ticket,2010-10-14 11:55:00,Value 11
1669,Closed,2010-11-13 08:40:35,Value 5
1670,Assign seriousness,2010-07-12 09:22:24,Value 19
1670,Assign seriousness,2010-07-12 13:24:12,Value 2
1670,Take in charge ticket,2010-07-13 09:03:03,Value 2
1670,Resolve ticket,2010-07-15 12:45:26,Value 2
1670,Closed,2010-08-16 10:54:01,Value 10
1671,Assign seriousness,2010-02-23 10:41:22,Value 2
1671,Take in charge ticket,2010-03-16 14:25:16,Value 2
1671,Resolve ticket,2010-03-17 11:10:57,Value 2
1671,Closed,2010-04-01 10:11:19,Value 5
1672,Assign seriousness,2011-01-03 09:47:14,Value 13
1672,Take in charge ticket,2011-01-03 16:48:11,Value 13
1672,Resolve ticket,2011-01-03 16:49:57,Value 13
1672,Closed,2011-02-03 09:50:22,Value 5
